name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Free Parking,Airport Shuttle (free),Private Parking,Spa,On-site Parking,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi.1,Laundry,Water Park,Pet Friendly,Outdoor Pool,Indoor Pool,Elevator,Garden,Facilities for Disabled Guests,Bar,Beach nearby,wonderful Fitness Center,Beachfront,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,Private Beach Area,exceptional Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
Fake Hotel,91321,844.0,9.80445530510076,9.0,4.0,3.0,1.0,7.0,7.0,5.0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1
Fake Hotel,90301,268.0,1.8761348730605465,3.0,2.0,2.0,9.0,4.0,7.0,4.0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
Fake Hotel,90303,146.0,1.1462056372432408,2.0,5.0,6.0,6.0,6.0,2.0,6.0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0
Fake Hotel,90305,234.0,3.920178867021841,7.0,4.0,4.0,7.0,6.0,3.0,9.0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0
Fake Hotel,90306,66.0,6.304670494214136,2.0,1.0,5.0,1.0,5.0,9.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0
Fake Hotel,90307,767.0,2.026160564800021,9.0,3.0,3.0,7.0,2.0,7.0,10.0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0
Fake Hotel,90308,775.0,8.009153105089064,5.0,1.0,5.0,6.0,7.0,7.0,3.0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0
Fake Hotel,90309,259.0,5.426764994579533,6.0,3.0,5.0,3.0,3.0,2.0,6.0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
Fake Hotel,90310,781.0,2.4752340396342283,2.0,9.0,10.0,9.0,6.0,2.0,4.0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
Fake Hotel,90311,451.0,8.289955915877279,4.0,6.0,8.0,4.0,5.0,4.0,6.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1
Fake Hotel,90312,307.0,4.138387729146658,5.0,6.0,6.0,3.0,2.0,7.0,2.0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1
Fake Hotel,90313,687.0,6.256744468703543,3.0,10.0,3.0,4.0,3.0,1.0,5.0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Fake Hotel,91329,607.0,1.6842633518965486,3.0,5.0,4.0,2.0,3.0,8.0,10.0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0
Fake Hotel,91330,612.0,6.639870485744109,3.0,4.0,4.0,3.0,7.0,7.0,4.0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0
Fake Hotel,91331,571.0,3.960228958182705,7.0,4.0,9.0,3.0,6.0,4.0,7.0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0
Fake Hotel,91333,816.0,6.916809807762484,4.0,4.0,9.0,1.0,10.0,7.0,9.0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0
Fake Hotel,91334,278.0,3.6503920810842763,2.0,8.0,1.0,10.0,10.0,2.0,2.0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0
Fake Hotel,91335,648.0,5.274195000311364,9.0,1.0,10.0,4.0,10.0,4.0,1.0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
Fake Hotel,91337,882.0,7.376479100161899,10.0,8.0,1.0,3.0,7.0,2.0,5.0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1
Fake Hotel,91340,206.0,2.16465498676273,5.0,4.0,1.0,10.0,2.0,10.0,2.0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Fake Hotel,91341,466.0,9.586383033098395,2.0,2.0,5.0,3.0,8.0,5.0,9.0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1
Fake Hotel,91342,813.0,3.8140702880206385,2.0,3.0,6.0,4.0,1.0,1.0,5.0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0
Fake Hotel,91343,211.0,9.36172230851869,9.0,2.0,7.0,6.0,1.0,7.0,9.0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1
Fake Hotel,91344,637.0,7.375941003653204,10.0,9.0,8.0,4.0,2.0,3.0,2.0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0
Fake Hotel,91345,119.0,4.777981359944393,1.0,2.0,8.0,9.0,4.0,6.0,10.0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1
Fake Hotel,91346,487.0,7.014304232212307,3.0,1.0,7.0,8.0,10.0,7.0,1.0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0
Fake Hotel,91350,316.0,8.698763450780756,5.0,3.0,10.0,4.0,10.0,9.0,5.0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1
Fake Hotel,91351,277.0,2.498175170722354,3.0,8.0,10.0,1.0,1.0,4.0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0
Fake Hotel,91352,486.0,7.310767718123913,7.0,6.0,6.0,5.0,3.0,7.0,1.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
Fake Hotel,91353,275.0,4.212282172759042,1.0,5.0,4.0,10.0,2.0,5.0,7.0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1
Fake Hotel,91354,452.0,9.410955819118705,5.0,7.0,7.0,5.0,2.0,2.0,1.0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Fake Hotel,91355,69.0,3.9811024305611067,1.0,8.0,5.0,3.0,5.0,8.0,5.0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0
Fake Hotel,91356,498.0,2.75595870757277,10.0,5.0,1.0,4.0,10.0,6.0,2.0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1
Fake Hotel,91357,243.0,8.354624248707136,6.0,10.0,2.0,1.0,7.0,7.0,3.0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
Fake Hotel,91361,913.0,9.467226681819902,1.0,3.0,9.0,8.0,2.0,6.0,4.0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Fake Hotel,91364,664.0,6.268863553788809,8.0,2.0,6.0,10.0,9.0,2.0,6.0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0
Fake Hotel,91365,462.0,3.8249937747549514,6.0,3.0,10.0,2.0,7.0,7.0,8.0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1
Fake Hotel,91367,483.0,5.700996338512687,3.0,10.0,4.0,7.0,8.0,1.0,7.0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0
Fake Hotel,91371,917.0,4.841258664418273,10.0,6.0,6.0,9.0,7.0,6.0,8.0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0
Fake Hotel,91372,455.0,5.851657345412681,5.0,6.0,10.0,2.0,2.0,7.0,10.0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0
Fake Hotel,92397,769.0,3.1625354536628496,4.0,6.0,10.0,3.0,2.0,4.0,7.0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0
Fake Hotel,91376,883.0,6.949485066000357,5.0,9.0,8.0,5.0,2.0,4.0,8.0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0
Fake Hotel,91380,150.0,1.1007024222717066,7.0,10.0,2.0,5.0,4.0,3.0,3.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0
Fake Hotel,91381,174.0,9.845377731280898,5.0,5.0,7.0,6.0,6.0,2.0,3.0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
Fake Hotel,91382,15.0,7.797987952358437,2.0,5.0,7.0,9.0,7.0,3.0,2.0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0
Fake Hotel,91383,650.0,4.040973011194708,9.0,1.0,7.0,5.0,3.0,6.0,10.0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1
Fake Hotel,91384,201.0,1.7098439389723523,1.0,6.0,7.0,10.0,2.0,2.0,7.0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1
Fake Hotel,91385,247.0,5.178154120488444,5.0,1.0,8.0,2.0,3.0,7.0,1.0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1
Fake Hotel,91386,716.0,3.9955530261112635,1.0,10.0,7.0,2.0,4.0,1.0,4.0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1
Fake Hotel,91387,907.0,3.3092729302058386,5.0,7.0,2.0,7.0,6.0,6.0,6.0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0
Fake Hotel,91388,925.0,4.032280042452175,1.0,8.0,3.0,2.0,4.0,2.0,4.0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1
Fake Hotel,91390,213.0,5.813987756488684,2.0,7.0,1.0,8.0,9.0,8.0,3.0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1
Fake Hotel,91393,489.0,3.2447011363858937,7.0,2.0,4.0,1.0,9.0,2.0,4.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
Fake Hotel,91399,707.0,5.942708666962741,5.0,4.0,9.0,4.0,5.0,7.0,6.0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0
Fake Hotel,91402,249.0,1.269897682018273,7.0,3.0,1.0,2.0,10.0,5.0,10.0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Fake Hotel,91403,762.0,8.643659408170073,2.0,1.0,5.0,2.0,5.0,1.0,3.0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0
Fake Hotel,91405,678.0,2.139286727553492,10.0,7.0,8.0,10.0,10.0,2.0,8.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1
Fake Hotel,91406,995.0,7.912742047043961,6.0,3.0,7.0,9.0,6.0,8.0,3.0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1
Fake Hotel,91409,988.0,9.02788584750016,1.0,3.0,7.0,1.0,7.0,3.0,7.0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1
Fake Hotel,91411,892.0,6.859790012491658,5.0,6.0,10.0,9.0,10.0,3.0,10.0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1
Fake Hotel,90397,931.0,5.4927971397396655,10.0,9.0,6.0,5.0,9.0,10.0,5.0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1
Fake Hotel,90398,779.0,5.152561805377643,9.0,3.0,5.0,4.0,3.0,3.0,7.0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0
Fake Hotel,91423,100.0,3.7544574558879047,1.0,4.0,1.0,8.0,3.0,3.0,4.0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0
Fake Hotel,90406,960.0,1.4607062077227804,1.0,9.0,2.0,2.0,1.0,10.0,7.0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
Fake Hotel,90407,251.0,6.747501466760642,7.0,10.0,1.0,9.0,6.0,2.0,8.0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1
Fake Hotel,90408,408.0,4.669141497073168,4.0,2.0,3.0,9.0,8.0,4.0,6.0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0
Fake Hotel,90409,201.0,2.1676228701571594,1.0,7.0,2.0,5.0,3.0,5.0,5.0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
Fake Hotel,90410,779.0,7.797622485720152,5.0,4.0,10.0,10.0,4.0,2.0,10.0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1
Fake Hotel,90411,69.0,9.15318940200661,2.0,4.0,8.0,9.0,1.0,9.0,2.0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1
Fake Hotel,93510,723.0,2.5716187830758885,2.0,6.0,7.0,9.0,7.0,6.0,6.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1
Fake Hotel,93532,486.0,3.1466892274728604,7.0,1.0,4.0,3.0,2.0,1.0,7.0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1
Fake Hotel,93534,222.0,7.573285370421261,4.0,3.0,1.0,1.0,9.0,7.0,6.0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Fake Hotel,93535,211.0,4.344427513909767,3.0,4.0,3.0,8.0,7.0,4.0,4.0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0
Fake Hotel,93536,407.0,2.6449679004921944,7.0,4.0,4.0,4.0,10.0,8.0,9.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0
Fake Hotel,93539,64.0,3.2033259557571365,1.0,9.0,9.0,10.0,9.0,10.0,1.0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
Fake Hotel,93543,794.0,4.476871132135672,1.0,10.0,5.0,9.0,8.0,7.0,2.0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1
Fake Hotel,93544,269.0,8.972275959577605,10.0,7.0,8.0,5.0,4.0,6.0,1.0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0
Fake Hotel,91497,57.0,1.6683539835012118,1.0,8.0,7.0,5.0,3.0,5.0,4.0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
Fake Hotel,91501,769.0,4.424782519048761,6.0,5.0,8.0,9.0,10.0,7.0,5.0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1
Fake Hotel,93550,361.0,2.37037581164014,7.0,2.0,2.0,4.0,10.0,1.0,3.0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1
Fake Hotel,93551,614.0,1.6192558990688635,10.0,7.0,7.0,5.0,2.0,1.0,7.0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1
Fake Hotel,93552,937.0,6.854322097187355,6.0,10.0,10.0,10.0,8.0,10.0,4.0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1
Fake Hotel,91505,610.0,9.570509938243283,9.0,1.0,4.0,6.0,3.0,3.0,8.0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1
Fake Hotel,91504,554.0,7.9874143044578165,1.0,1.0,7.0,1.0,2.0,10.0,7.0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
Fake Hotel,91506,44.0,8.482609652239933,8.0,1.0,6.0,10.0,5.0,9.0,9.0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0
Fake Hotel,91502,556.0,4.499398787957222,1.0,9.0,10.0,9.0,6.0,7.0,3.0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
Fake Hotel,93553,443.0,8.198008232825162,10.0,3.0,10.0,10.0,7.0,7.0,5.0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0
Fake Hotel,93563,704.0,7.750235781584538,5.0,1.0,8.0,7.0,2.0,1.0,5.0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
Fake Hotel,90501,396.0,5.393275660340415,10.0,5.0,3.0,7.0,10.0,9.0,3.0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0
Fake Hotel,90502,693.0,1.7375201825972777,5.0,5.0,2.0,6.0,5.0,3.0,10.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1
Fake Hotel,90503,967.0,8.132422134318658,1.0,7.0,8.0,5.0,2.0,5.0,7.0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
Fake Hotel,90504,805.0,4.8251244101384065,3.0,8.0,5.0,5.0,4.0,5.0,6.0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1
Fake Hotel,90505,414.0,2.8640090799518725,8.0,1.0,2.0,1.0,4.0,1.0,7.0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1
Fake Hotel,90506,243.0,7.421780273195872,2.0,3.0,1.0,10.0,8.0,1.0,4.0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1
Fake Hotel,90507,621.0,9.599883978600742,10.0,8.0,7.0,6.0,6.0,3.0,8.0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1
Fake Hotel,90508,846.0,3.499572899427734,9.0,10.0,10.0,10.0,4.0,10.0,7.0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0
Fake Hotel,90509,960.0,2.527139868136966,4.0,7.0,5.0,3.0,2.0,7.0,9.0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1
Fake Hotel,90510,496.0,1.516369554287036,9.0,1.0,5.0,4.0,4.0,6.0,9.0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0
Fake Hotel,93584,115.0,9.24895041769911,6.0,7.0,2.0,10.0,5.0,4.0,1.0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1
Fake Hotel,93586,223.0,6.123895239093411,6.0,1.0,6.0,10.0,4.0,5.0,6.0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0
Fake Hotel,93590,795.0,8.701247283852169,1.0,6.0,2.0,1.0,8.0,2.0,5.0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1
Fake Hotel,93591,633.0,4.048819661914857,10.0,1.0,3.0,3.0,10.0,5.0,7.0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0
Fake Hotel,93599,97.0,8.698852567958038,6.0,5.0,1.0,10.0,7.0,3.0,1.0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1
Fake Hotel,90044,174.0,1.0930730903055537,10.0,9.0,4.0,7.0,6.0,9.0,3.0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
Fake Hotel,91601,739.0,6.2555788280802265,2.0,5.0,4.0,8.0,4.0,2.0,5.0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1
Fake Hotel,91607,979.0,5.044868100094637,9.0,6.0,2.0,6.0,4.0,3.0,8.0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
Fake Hotel,90601,858.0,5.497103391828723,5.0,1.0,1.0,1.0,3.0,5.0,10.0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0
